latitude,longitude,area,hour,crime_category,risk_score,risk_label
12.98803049874792,77.68452075141879,Residential Area,7,Stalking,0.2858200678173174,0
12.924407646968955,77.65244241166283,Industrial Area,0,Safe,0.5209236549215173,1
12.999035382022255,77.61834339377849,Industrial Area,18,Theft,0.6021273573973701,1
12.906877704223044,77.53840467382727,Park/Isolation Zone,22,Harassment,0.8907981184730932,2
13.081864080415755,77.63333713037851,Downtown,16,Harassment,0.33484694074147786,0
12.951755996320003,77.62467591319198,Residential Area,1,Stalking,0.6196263227680429,1
13.032504456870797,77.62049383409145,Park/Isolation Zone,18,Stalking,0.7114685817528554,2
12.962342215217882,77.59795717359765,Park/Isolation Zone,15,Assault,0.7189633023645238,2
13.004013604235562,77.60573132079786,Downtown,17,Assault,0.5666595833523926,1
13.009342055868656,77.56688850542362,Residential Area,1,Stalking,0.5884772912702688,1
12.936970891105105,77.60386253852846,Downtown,5,Assault,0.7195506975832419,2
13.09391692555291,77.5395111811357,Industrial Area,6,Safe,0.4117150514885853,1
13.055026564672223,77.66103487947208,Suburbs,5,Safe,0.2506494596950857,0
13.087899788312837,77.53715539093974,Industrial Area,5,Assault,0.7892604052457013,2
13.07896547008553,77.51699325797789,Industrial Area,8,Stalking,0.5721240720384236,1
13.019579995762218,77.58724920527143,Park/Isolation Zone,7,Safe,0.34968748005815914,0
13.084374847004623,77.63166148790121,Industrial Area,23,Harassment,0.8507483742595023,2
12.917698500410385,77.58754336498671,Residential Area,21,Stalking,0.4776029395032356,1
12.93919657248383,77.55535082639027,Industrial Area,20,Theft,0.6310052959919141,1
12.909045457782108,77.61163423677809,Residential Area,8,Theft,0.2658925459107234,0
12.965066066152653,77.56940046708245,Downtown,11,Stalking,0.4852301015173485,1
12.977735457937897,77.68657353802533,Park/Isolation Zone,17,Assault,0.7343992005357813,2
12.954269806354779,77.68452902792072,Residential Area,22,Safe,0.35988880794286426,1
13.065747501830385,77.60047436399442,Industrial Area,5,Safe,0.5119918346107566,1
12.971350665338718,77.56557679880365,Park/Isolation Zone,22,Stalking,0.8611813890879776,2
12.956186901937476,77.64742648279133,Park/Isolation Zone,3,Harassment,0.7829676030527866,2
13.00853921663165,77.50734258869662,Residential Area,6,Assault,0.5290630988882417,1
12.928184844994952,77.59495380120873,Residential Area,17,Harassment,0.30455453932422966,0
13.060439396150807,77.56726467885407,Suburbs,19,Stalking,0.4717917373538011,1
12.914910128735954,77.68410717702051,Suburbs,4,Stalking,0.5090619889015784,1
13.097377387320103,77.50240060545454,Park/Isolation Zone,17,Harassment,0.49486592612051283,1
13.054448953859332,77.61056297514367,Suburbs,9,Theft,0.27434923171508085,0
12.939743136306834,77.64813271621333,Industrial Area,7,Stalking,0.5592033371904166,1
12.901104423424721,77.59700359750481,Downtown,0,Assault,0.8771256614432086,2
13.063092285690967,77.51708060603255,Park/Isolation Zone,14,Harassment,0.5812426873404566,1
13.041371468769523,77.69449227800558,Downtown,2,Theft,0.7287529899195483,2
13.045801433608197,77.60360208627522,Suburbs,14,Harassment,0.30460378225652995,0
13.054254069337189,77.6228372488638,Residential Area,13,Theft,0.29436410182477274,0
12.914808930346819,77.5473219565415,Park/Isolation Zone,0,Theft,0.8555249493617889,2
12.971693145708855,77.59669961702136,Suburbs,20,Assault,0.5605721591158386,1
12.923173811905027,77.58582989839167,Industrial Area,7,Stalking,0.606622814833858,1
13.072620685175119,77.5149791684004,Park/Isolation Zone,6,Theft,0.6050466000910059,1
13.024659625365512,77.52123207070949,Park/Isolation Zone,8,Stalking,0.638577025054145,1
12.96617960497053,77.66749450392376,Residential Area,17,Assault,0.4973604953962817,1
12.912711670057204,77.54796399044132,Park/Isolation Zone,11,Stalking,0.5912674102622617,1
12.962196464343133,77.53899165429972,Residential Area,7,Safe,0.09733683733930436,0
12.96503666440535,77.60098229025003,Suburbs,7,Theft,0.235048577255657,0
13.045921235667613,77.6537494262725,Industrial Area,5,Assault,0.7587795242772255,2
13.027511494271042,77.51238930371579,Industrial Area,2,Harassment,0.7681108607095872,2
13.077442548515265,77.61536158392765,Park/Isolation Zone,1,Assault,1.0,2
12.99444298503239,77.52384208856812,Park/Isolation Zone,13,Theft,0.5427847920051564,1
12.923918849187661,77.50729221016512,Suburbs,7,Assault,0.4492781205714121,1
13.042648957444598,77.51054879043244,Residential Area,5,Harassment,0.3994944987268851,1
13.052157009723379,77.66683282164169,Industrial Area,3,Safe,0.5426878604953586,1
13.012255439513899,77.52359449672561,Residential Area,4,Theft,0.39469413008853876,1
13.054193435990912,77.50903027288246,Suburbs,20,Theft,0.37362028203534264,1
12.998759119272878,77.58757997742859,Industrial Area,12,Assault,0.7093106657021254,2
13.0045465658764,77.66879869438841,Industrial Area,8,Stalking,0.5148856631377119,1
12.98550820367171,77.55248167529786,Downtown,12,Stalking,0.529868965979548,1
12.90508382534882,77.58434252350519,Suburbs,8,Harassment,0.26896919879819847,0
12.921578285398661,77.50798450651276,Suburbs,23,Safe,0.3858250819277076,1
12.906285837137347,77.58981570282698,Downtown,23,Safe,0.5586072704331135,1
13.027282082252755,77.61552261612742,Residential Area,15,Assault,0.47597914138425057,1
12.962871196215266,77.61418141075043,Downtown,11,Assault,0.6211279988966344,1
13.001714138232941,77.56648533843487,Suburbs,1,Stalking,0.6220060437211133,1
13.081513294785218,77.56310663613263,Residential Area,18,Safe,0.25501737958756765,0
12.949858445829776,77.52132472378732,Industrial Area,15,Safe,0.28126069052202146,0
12.982076584607126,77.57335966412926,Downtown,23,Safe,0.4784364066505439,1
13.051110227708609,77.5198989337746,Residential Area,12,Harassment,0.31144637166630434,0
12.945759633098325,77.65331918894242,Residential Area,4,Harassment,0.5131352308436424,1
12.915395981965759,77.69325485954964,Residential Area,22,Assault,0.8272091726978261,2
12.957950290582755,77.69401489133334,Downtown,23,Stalking,0.8158692184068964,2
12.932244257450801,77.67301421987509,Industrial Area,5,Theft,0.6125962631004631,1
13.085939530468515,77.62015842986793,Residential Area,20,Stalking,0.369033426453608,1
13.061624075912883,77.64017313944878,Downtown,23,Harassment,0.8863663923775621,2
13.026680751302084,77.55704116053609,Suburbs,16,Harassment,0.3715484228952445,1
13.074292118037544,77.62615408403452,Downtown,16,Assault,0.6379567957198029,1
13.060734415379823,77.59112990988798,Downtown,16,Theft,0.40359987778450634,1
12.937314011777207,77.59640346795538,Downtown,2,Safe,0.4384577314318049,1
13.078511799697996,77.65155531207503,Residential Area,12,Theft,0.2591152724570241,0
13.00786844838313,77.55638367111945,Downtown,11,Theft,0.4015884165704538,1
13.061488031032813,77.5636079223389,Suburbs,5,Theft,0.32953712461949397,0
13.079218259984698,77.68492835822573,Residential Area,21,Assault,0.6224080935315384,1
12.963600694994373,77.5112448589702,Suburbs,20,Harassment,0.5118306934904183,1
12.922010384905535,77.59712685968267,Park/Isolation Zone,12,Safe,0.3670281097236582,1
12.945587032508389,77.68256016008158,Downtown,13,Theft,0.41686450675555775,1
12.985421557725251,77.62207260156363,Residential Area,6,Safe,0.2700746965868215,0
13.063602953184498,77.60928141484243,Residential Area,4,Theft,0.3838614353200539,1
13.072146116651268,77.54994883584587,Downtown,13,Harassment,0.48791686772086074,1
12.90139042610624,77.5686550978129,Industrial Area,17,Safe,0.37618975428698626,1
13.002149460515513,77.67040968316094,Industrial Area,3,Stalking,0.8520630261779427,2
12.983482200629755,77.61184362635369,Suburbs,0,Harassment,0.5622314255804202,1
12.944421562094146,77.60294843875135,Downtown,6,Safe,0.33072349187326144,0
12.923973073466737,77.51991594270801,Downtown,19,Theft,0.5750473763393963,1
12.967523034280726,77.50320563129102,Park/Isolation Zone,12,Theft,0.5307109256572455,1
13.088581940782504,77.69273703773742,Industrial Area,3,Harassment,0.818197299526834,2
12.964640586404151,77.57539723345737,Industrial Area,12,Harassment,0.48821888052037343,1
13.003758124348673,77.6206426124199,Downtown,3,Theft,0.7138564135610813,2
13.040603791779036,77.51594301463746,Suburbs,2,Safe,0.37321946944836576,1
12.97272592047586,77.63662285714462,Downtown,7,Stalking,0.4644606690924736,1
13.094356416544192,77.68651334174119,Suburbs,19,Assault,0.5501850963262863,1
13.092489458988421,77.61513305059948,Industrial Area,7,Harassment,0.4507055939391667,1
12.950356459165073,77.52522306447509,Park/Isolation Zone,16,Theft,0.5265220760822373,1
12.999449701178477,77.61634430549469,Residential Area,14,Safe,0.08653652878236856,0
12.960175661963355,77.65326944262094,Industrial Area,3,Harassment,0.7659305390288207,2
12.956968098875494,77.5812833073148,Suburbs,5,Safe,0.18190432357538333,0
12.907377389470907,77.6759675495883,Downtown,23,Harassment,0.7835530829221884,2
13.02191286679598,77.62973659067147,Industrial Area,21,Theft,0.6534872164098873,2
13.000535804645772,77.67984978365784,Park/Isolation Zone,5,Safe,0.44879306281079023,1
12.910295750249999,77.62470106224947,Suburbs,9,Theft,0.24376714301309008,0
12.955729292847323,77.52625759440096,Downtown,3,Safe,0.503371883152582,1
13.081653177193331,77.56193834222104,Residential Area,8,Harassment,0.2929107131493257,0
12.947912378133395,77.54035898965049,Suburbs,15,Assault,0.4803953540119551,1
12.928978974418245,77.68176529954337,Downtown,6,Assault,0.8309168813503888,2
12.997890552055512,77.65208001345749,Residential Area,13,Stalking,0.3276483987421788,0
13.09713009082212,77.63527967378201,Downtown,5,Stalking,0.6849956342488399,2
12.9484110543023,77.56019326392632,Residential Area,0,Theft,0.5862164457015365,1
13.034427109481175,77.53680895441005,Residential Area,17,Safe,0.09244347757387052,0
13.052323923065744,77.65129021759779,Residential Area,11,Stalking,0.4080049896286787,1
12.94752750879848,77.59483158917581,Downtown,21,Harassment,0.5836142867624562,1
13.045643269722373,77.54515791043012,Residential Area,14,Assault,0.471770077074213,1
12.97355662654385,77.62332439563306,Suburbs,0,Safe,0.37131887333424946,1
13.026461166118716,77.50806677042769,Park/Isolation Zone,14,Assault,0.726575717568268,2
13.026705942152178,77.56523405082565,Park/Isolation Zone,14,Safe,0.3715605319958322,1
13.00715493681495,77.59371139891823,Residential Area,15,Stalking,0.4093680609669295,1
12.918057954010882,77.52959166682189,Park/Isolation Zone,20,Stalking,0.8417786986191413,2
13.067060499117847,77.69693089551816,Park/Isolation Zone,0,Theft,0.8457912882764808,2
12.964156012994348,77.54181947291792,Residential Area,2,Safe,0.43353300656055743,1
12.937303702079971,77.52607062600865,Residential Area,11,Harassment,0.28046591534403753,0
12.908155028310953,77.54070697477738,Suburbs,6,Stalking,0.38671668930404374,1
13.018178588637648,77.65381222663194,Industrial Area,4,Theft,0.6649151543979921,2
13.035512872368457,77.58510113185437,Downtown,0,Stalking,0.8928091819909487,2
12.90331756578557,77.61308318795051,Residential Area,0,Assault,0.7656490704331119,2
13.002418611659856,77.50420183139727,Residential Area,14,Stalking,0.2996946054250845,0
12.945299155039589,77.50688626171467,Park/Isolation Zone,7,Safe,0.41889313736792017,1
13.02903455808189,77.5891651099654,Suburbs,10,Theft,0.3052541522364393,0
12.934873285800998,77.66333104864033,Park/Isolation Zone,13,Safe,0.24813398863719677,0
13.038187547620494,77.67704777574151,Residential Area,22,Harassment,0.6070204927527647,1
12.977347069260107,77.51734131351913,Residential Area,12,Harassment,0.3121400964601827,0
13.087345997747347,77.6076726204202,Park/Isolation Zone,18,Stalking,0.669779061019142,2
12.927504188829198,77.68264593725586,Residential Area,11,Theft,0.1960566088401843,0
12.968213270210052,77.57759455087958,Industrial Area,21,Theft,0.6545780420993433,2
12.922694704248118,77.66591316628568,Downtown,18,Theft,0.553486685108194,1
13.084938723655712,77.52673913087989,Downtown,3,Theft,0.6525028634645057,2
13.075467870676196,77.68707889793356,Downtown,3,Stalking,0.7665295091857284,2
12.951588325543032,77.65028466350627,Industrial Area,2,Safe,0.5399443426407544,1
13.031996809206836,77.68826687855739,Residential Area,5,Stalking,0.5037709765417706,1
13.063444440040243,77.6353234467105,Park/Isolation Zone,4,Safe,0.5376151900403701,1
13.011040162319892,77.57268078639989,Suburbs,10,Assault,0.5088336352852091,1
13.005930115671202,77.68763623450495,Residential Area,8,Assault,0.41660083621334426,1
12.94837045818009,77.55511335526184,Industrial Area,2,Safe,0.5823108130306173,1
12.91862055356118,77.56643450441234,Industrial Area,8,Stalking,0.5750579589304173,1
13.079443151590665,77.64016168360035,Downtown,11,Harassment,0.4976303912552405,1
13.080083611432666,77.65306325990508,Residential Area,2,Stalking,0.6685389928753077,2
13.026620291454654,77.68588069676983,Downtown,19,Harassment,0.6633766533463417,2
12.967805958209741,77.54096048181124,Suburbs,16,Stalking,0.44084528424269154,1
12.969841914922533,77.65959960704384,Downtown,20,Theft,0.4684992898970054,1
13.045191135774047,77.6477092106794,Suburbs,11,Theft,0.3259508412842528,0
13.079422051990516,77.51275891125071,Industrial Area,17,Assault,0.7149284524489214,2
13.077417284853023,77.57744462824205,Downtown,3,Assault,0.8412224052202892,2
13.055975109171525,77.55655309141203,Downtown,9,Safe,0.27318898412315035,0
13.028406329230858,77.5608980848708,Park/Isolation Zone,17,Harassment,0.5817986969849502,1
12.91682799299901,77.69658937591095,Industrial Area,7,Theft,0.39550919482563873,1
12.932325742818923,77.62855548269599,Park/Isolation Zone,8,Stalking,0.5969457275027821,1
13.079710837705415,77.6435352315587,Suburbs,18,Safe,0.25781992996704567,0
13.021285811931918,77.695323527463,Suburbs,12,Stalking,0.29600345125244937,0
12.901839410323326,77.57544035649153,Industrial Area,5,Theft,0.583054168072915,1
12.920294308573206,77.66036803369056,Suburbs,21,Theft,0.47005887347443487,1
13.03270035382161,77.5869061926609,Industrial Area,6,Theft,0.6841662046568135,2
12.901012316769243,77.673906734363,Suburbs,20,Theft,0.3448208535108223,0
12.9321616102835,77.53613150826226,Residential Area,5,Stalking,0.36676321681661705,1
13.009746757873318,77.68953723541286,Downtown,10,Safe,0.3118678898213635,0
13.038379039538539,77.54375434168217,Residential Area,16,Theft,0.341120642756214,0
13.03039225190052,77.56524410139619,Industrial Area,18,Assault,0.8438382803090797,2
12.944853861892112,77.65123844682135,Industrial Area,11,Safe,0.2856499070814295,0
13.042435844269507,77.57875102831308,Residential Area,20,Assault,0.5458136574655374,1
12.94744981749936,77.6216422753533,Downtown,20,Stalking,0.680838783990788,2
12.965079939631854,77.58891470021389,Downtown,23,Theft,0.7527339489150899,2
13.049298281023605,77.64847398741796,Park/Isolation Zone,12,Safe,0.31700955618354265,0
13.029926579809443,77.54566625047373,Suburbs,17,Theft,0.2637529034158152,0
13.069844682098836,77.51169159744738,Park/Isolation Zone,6,Theft,0.6282644735047278,1
13.031522578460068,77.55998587949462,Downtown,22,Safe,0.5876967802491728,1
13.013661720667095,77.59486173297368,Residential Area,4,Theft,0.2970578876373668,0
12.918734953565618,77.53360401043854,Suburbs,15,Theft,0.26983362632703844,0
12.973543160611888,77.57095945793128,Residential Area,21,Harassment,0.431702587638748,1
12.953040473536346,77.57999660365871,Park/Isolation Zone,3,Harassment,0.9416034434996519,2
12.948797928675816,77.51147836873766,Industrial Area,22,Safe,0.6155994843598124,1
13.094602110950488,77.61666144963684,Residential Area,0,Safe,0.4353870584821402,1
12.978619544933352,77.67686868559426,Park/Isolation Zone,3,Theft,0.7528423388163559,2
13.078409311035422,77.5303485825906,Park/Isolation Zone,2,Assault,0.9889286248453263,2
13.026227725199453,77.6195616026803,Park/Isolation Zone,3,Safe,0.6697253372410448,2
13.058962260708329,77.63294784098217,Industrial Area,0,Theft,0.732028921428027,2
13.000527418621038,77.58386693608387,Industrial Area,11,Assault,0.6378867864332338,1
13.015380776925271,77.64021951747286,Industrial Area,12,Harassment,0.5131481581808411,1
12.998503538763773,77.5821463086982,Suburbs,1,Safe,0.31433727391932753,0
12.939048597559609,77.60092745759549,Industrial Area,8,Theft,0.42377922719407213,1
13.0444904230523,77.50147060891088,Industrial Area,6,Harassment,0.6894398220876392,2
12.956154472488171,77.63834402282694,Industrial Area,12,Stalking,0.5303177820448608,1
12.90486319328629,77.63226853578895,Residential Area,21,Harassment,0.5668286111278591,1
13.029094459181433,77.50768017546527,Industrial Area,1,Theft,0.754537222610067,2
12.93542213588141,77.57365002147903,Suburbs,0,Assault,0.6573987413433208,2
13.088091716870583,77.69580636815833,Park/Isolation Zone,17,Stalking,0.6221937400446618,1
13.090785715400518,77.58414731251372,Residential Area,6,Stalking,0.44720386093982434,1
13.082972878044089,77.60038908102636,Downtown,17,Stalking,0.5169996774432593,1
12.974031740051089,77.68198603163195,Industrial Area,18,Safe,0.42171359028973066,1
12.903091323305773,77.64345237517315,Park/Isolation Zone,7,Theft,0.4750287927134033,1
13.085663712517544,77.61641402622485,Park/Isolation Zone,22,Stalking,0.9517578841181425,2
12.985636829663463,77.65956093626822,Residential Area,11,Harassment,0.2208257049727977,0
13.093330963808734,77.6728732532912,Downtown,10,Assault,0.5757372621351532,1
13.09272399541785,77.59137761434745,Suburbs,8,Theft,0.22014900514460575,0
13.070601891093471,77.59502167298636,Park/Isolation Zone,3,Harassment,0.9168519562952508,2
12.958889778413917,77.57721018713036,Park/Isolation Zone,6,Safe,0.4825542799445488,1
12.977019545720385,77.69334122800369,Park/Isolation Zone,16,Stalking,0.5529211374700209,1
13.070227334303372,77.63943325085808,Park/Isolation Zone,10,Harassment,0.5615621758646346,1
12.963384401031256,77.51664461324161,Residential Area,1,Theft,0.5052856908025687,1
12.933898549337218,77.67259192466261,Downtown,22,Harassment,0.712531462211672,2
13.01136025249167,77.59611198816725,Park/Isolation Zone,17,Safe,0.3845059108279925,1
13.087230954832156,77.5137507812845,Suburbs,21,Assault,0.45669641960555385,1
13.039205959334994,77.60994345103266,Suburbs,11,Stalking,0.3017985833835232,0
13.014012234017873,77.58343285579514,Industrial Area,8,Theft,0.41616158486979293,1
12.919435298754154,77.67554988097253,Park/Isolation Zone,10,Stalking,0.6772563433512355,2
13.023001445339833,77.54079892072188,Park/Isolation Zone,4,Stalking,0.7722665407927453,2
13.098010770020853,77.66529292189844,Park/Isolation Zone,6,Stalking,0.7484136673774212,2
12.928016803047305,77.61153773823709,Park/Isolation Zone,0,Harassment,0.8448399025038301,2
13.003665930472748,77.5109220606427,Park/Isolation Zone,23,Harassment,0.8561734269069143,2
13.075474614385591,77.6943690602651,Suburbs,4,Assault,0.6122801231163449,1
13.048153723550842,77.60252304882064,Downtown,5,Safe,0.4062767768995275,1
13.039403148199053,77.55817537084631,Downtown,12,Theft,0.49732869632316257,1
13.040496816797422,77.59388136839786,Industrial Area,10,Harassment,0.4780398280822069,1
12.971898230243951,77.6715715567035,Suburbs,7,Stalking,0.3587193814503842,1
12.9587183688529,77.56098062487702,Park/Isolation Zone,19,Safe,0.5018996053234105,1
13.061872231095702,77.53853527929734,Downtown,1,Theft,0.746963952074154,2
13.062022678935836,77.52581424938617,Residential Area,14,Theft,0.21533878597114064,0
13.07341446371602,77.55957187967805,Residential Area,9,Theft,0.23165918016200618,0
13.082648110511293,77.65600961740802,Residential Area,7,Theft,0.1744173142032887,0
13.002268479772187,77.59432527303905,Park/Isolation Zone,1,Assault,1.0,2
13.00030325893744,77.5454963207387,Park/Isolation Zone,20,Theft,0.5738551376757097,1
13.059659035793354,77.53323699992195,Industrial Area,14,Safe,0.3269778226558403,0
13.029992786155553,77.56654589530207,Industrial Area,5,Harassment,0.7340547846664353,2
13.04039337545154,77.68798487457714,Industrial Area,4,Safe,0.54628677102293,1
13.05915853388722,77.56860534251801,Residential Area,21,Stalking,0.484701575142739,1
13.078001068363513,77.69762481519093,Park/Isolation Zone,21,Assault,0.8327061199997998,2
12.967599031370307,77.59704609115308,Residential Area,2,Assault,0.7462940539652745,2
12.975116590527989,77.53583278365804,Industrial Area,10,Stalking,0.5950369665136597,1
12.918796387968174,77.67822801835871,Park/Isolation Zone,10,Safe,0.34339520225631887,0
13.015656028199235,77.59207107462697,Suburbs,15,Safe,0.08631308267981513,0
12.907188454759348,77.64193426870091,Downtown,2,Stalking,0.8536352836813547,2
12.993119603626493,77.69674231664183,Downtown,8,Theft,0.40218376421724195,1
13.008528926941516,77.51003507006399,Industrial Area,2,Theft,0.7423455608686476,2
12.957308250425656,77.51933891195752,Residential Area,18,Harassment,0.4061934119090427,1
13.018166652113802,77.64409134829255,Suburbs,10,Safe,0.1513515191732033,0
12.90610004998781,77.5563650006591,Park/Isolation Zone,13,Safe,0.36235390674279555,1
12.907469637749843,77.53686027939003,Residential Area,1,Stalking,0.6494138725433194,1
13.064520112131932,77.50787237596394,Industrial Area,6,Stalking,0.6069012617999175,1
12.972038128282252,77.50436934239724,Residential Area,9,Theft,0.29772491976958326,0
12.925412102530377,77.65489712062396,Industrial Area,9,Safe,0.24328760655739476,0
13.00444865201096,77.52688668547391,Downtown,19,Safe,0.4225959480509782,1
13.053998710619721,77.59354412319423,Downtown,0,Assault,0.8610732842642362,2
12.943164205499368,77.62117936303589,Residential Area,5,Harassment,0.39634505283466037,1
13.0245780951638,77.58567036011377,Suburbs,20,Harassment,0.4964075742236335,1
12.917069492998754,77.50542133046724,Park/Isolation Zone,13,Theft,0.5050828949621493,1
12.910336344233722,77.65670030051758,Industrial Area,1,Safe,0.602052005932557,1
13.00627092631363,77.50210264490833,Park/Isolation Zone,5,Assault,0.9475254744529763,2
13.008127024322022,77.65237797887549,Downtown,0,Safe,0.6467517867716777,1
13.027485980299641,77.67866089875763,Suburbs,2,Stalking,0.6376522949273559,1
13.045218266744532,77.58656798421144,Suburbs,3,Theft,0.4846426866635134,1
13.095170415892506,77.60710849461957,Park/Isolation Zone,12,Harassment,0.6206905911113966,1
13.00326006966024,77.59539667852353,Downtown,2,Safe,0.4827695723463266,1
12.96459129458825,77.57784172372469,Park/Isolation Zone,14,Theft,0.5237599471382748,1
13.05903723895374,77.67748490707407,Residential Area,12,Harassment,0.28660537791508484,0
12.954166450252416,77.678786702134,Suburbs,21,Safe,0.2537999710325976,0
12.987794284141128,77.56716327292831,Suburbs,10,Assault,0.5113145785424287,1
12.915691276268454,77.62301395080294,Residential Area,3,Theft,0.510657780156141,1
12.905070148683091,77.68538151242917,Downtown,16,Safe,0.21959196379265009,0
13.092529682935584,77.69241169978827,Suburbs,4,Harassment,0.4879026200015655,1
13.06719602410244,77.60179180808441,Industrial Area,20,Harassment,0.7394409153518462,2
13.03919484121874,77.59056496105687,Industrial Area,23,Assault,1.0,2
12.981790588882854,77.55573886318571,Downtown,7,Theft,0.32745946637284506,0
12.93465886401417,77.69177437463809,Residential Area,20,Theft,0.3790194686866844,1
12.931287408534217,77.52856286089457,Park/Isolation Zone,23,Safe,0.5984228569326728,1
12.95004857963292,77.61596591520954,Downtown,9,Harassment,0.4923275837699277,1
13.009845332941223,77.55651005350373,Park/Isolation Zone,6,Harassment,0.7030433706763787,2
13.042919184540013,77.55580165806956,Downtown,16,Assault,0.6438893687481875,1
13.032039475343547,77.58099371747524,Industrial Area,6,Assault,0.7802442798692379,2
12.955986779389189,77.69975858716313,Residential Area,23,Theft,0.5849764002215144,1
13.090973056132638,77.51099326136796,Industrial Area,18,Harassment,0.6410529884125185,1
13.047579383339153,77.6157083636407,Residential Area,8,Safe,0.10711152421034341,0
13.01087081050228,77.51651443160705,Park/Isolation Zone,23,Stalking,0.871187951522483,2
13.022344149246871,77.53090416599811,Downtown,1,Safe,0.6180021807612531,1
12.983920012485559,77.58791258835458,Suburbs,21,Assault,0.536864131519853,1
12.949546197900231,77.60209202626929,Suburbs,19,Safe,0.24431349510161313,0
12.971194535730252,77.5517584816729,Residential Area,18,Harassment,0.5390441991469459,1
13.051569222092875,77.56329142617489,Residential Area,5,Theft,0.463799086761442,1
12.902878697725951,77.51739340405119,Industrial Area,9,Stalking,0.5078391089142369,1
12.923214528101383,77.56064395676886,Suburbs,12,Theft,0.21038185148758598,0
12.909200528404352,77.69331168787612,Industrial Area,1,Stalking,0.8757037349306248,2
12.908145760463794,77.6889414763345,Park/Isolation Zone,9,Stalking,0.6324966866345191,1
13.071092116802202,77.5669756580274,Suburbs,9,Harassment,0.3594951860227267,1
13.040731571876005,77.61417078725576,Park/Isolation Zone,4,Harassment,0.6295370126702179,1
12.994834765817465,77.6819190782222,Downtown,21,Assault,0.8157896706359801,2
12.9195668321302,77.50123676452817,Industrial Area,3,Assault,0.9049284899613503,2
12.998323175023366,77.66213671406751,Residential Area,22,Stalking,0.7167336892067838,2
12.994694354156113,77.68967391055779,Suburbs,1,Assault,0.6692288458550445,2
12.934640373982003,77.51826514686671,Industrial Area,6,Harassment,0.594302291395103,1
12.986770329847594,77.53228953720658,Residential Area,17,Assault,0.5360507737212523,1
12.979700946879476,77.69214926055427,Downtown,16,Stalking,0.5888018818630077,1
13.023170019610443,77.60750802872808,Suburbs,10,Theft,0.2550167670414056,0
